ID,date,line,schedule,unplanned_stoppages,planned_stoppages,work_station,equipment,failure_type,sub_code,failure_description
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5291,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,19:27,2,,AS_330,CNC_Mill,Tooling_Failure,Tool_Broken,Spatter buildup on torch
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5292,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,19:53,,10,,,,,Break
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5293,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,20:08,5,,BS_210,Spot_Welder,Material_Failure,Missing_Component,Communication error with PLC
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5294,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,20:24,7,,AS_320,CNC_Mill,Electrical_Failure,Sensor_Down,Tool changeover took longer than expected
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5295,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,20:39,,10,,,,,Team_Meeting
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5296,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,20:58,45,,AS_310,Spot_Welder,Mechanical_Failure,Belt_Broken,Coolant leak detected
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5297,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,20:58,5,,BS_220,Hydraulic_Press,Welding_Failure,Spatter_Excess,Wrong material loaded
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5298,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,21:05,2,,BS_210,Conveyor_Belt,Welding_Failure,Cold_Weld,Emergency stop triggered
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5299,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,21:07,5,,AS_320,Riveting_Tool,Quality_Failure,Out_Of_Spec,PLC reset performed
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5300,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,21:08,3,,WS_410,Conveyor_Belt,Material_Failure,Wrong_Material,Operator called maintenance
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5301,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,21:29,3,,WS_420,Conveyor_Belt,Mechanical_Failure,Belt_Broken,Cable replaced
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5302,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,21:31,7,,WS_430,Fixture_Table,Welding_Failure,Cold_Weld,Replaced worn bearing
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5303,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,22:00,7,,BS_230,Quality_Scanner,Material_Failure,Wrong_Material,Cooling fan failure
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5304,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,22:00,10,,WS_410,Welding_Robot,Tooling_Failure,Misalignment,Quality scanner failed to read
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5305,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,22:20,5,,AS_340,Hydraulic_Press,Quality_Failure,Dimension_Error,Robot stopped responding to commands
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5306,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,22:21,10,,MS_110,Spot_Welder,Quality_Failure,Out_Of_Spec,Robot path deviation detected
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5307,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,22:28,7,,BS_230,Hydraulic_Press,Material_Failure,Missing_Component,Quality scanner failed to read
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5308,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,22:36,45,,AS_310,Gluing_Robot,Material_Failure,Bent_Part,Welding wire feeder jammed
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5309,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,22:45,5,,WS_430,Fixture_Table,Material_Failure,Wrong_Material,Tooling required adjustment
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5310,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,23:16,15,,BS_210,Conveyor_Belt,Quality_Failure,Out_Of_Spec,Robot stopped responding to commands
14022026 Shift D.xlsmC MERCEDEZ GLE 53 REAR AXLE_5311,14/02/2026,C MERCEDEZ GLE 53 REAR AXLE,23:47,2,,AS_320,Riveting_Tool,Electrical_Failure,PLC_Error,Coolant leak detected
14022026 Shift D.xlsmD BMW X7 INST PANEL_5312,14/02/2026,D BMW X7 INST PANEL,16:10,2,,BS_210,Riveting_Tool,Welding_Failure,Cold_Weld,Wrong material loaded
14022026 Shift D.xlsmD BMW X7 INST PANEL_5313,14/02/2026,D BMW X7 INST PANEL,16:37,2,,AS_320,Quality_Scanner,Tooling_Failure,Misalignment,Sensor needs calibration
14022026 Shift D.xlsmD BMW X7 INST PANEL_5314,14/02/2026,D BMW X7 INST PANEL,16:42,20,,MS_130,Riveting_Tool,Quality_Failure,Visual_Defect,Wrong material loaded
14022026 Shift D.xlsmD BMW X7 INST PANEL_5315,14/02/2026,D BMW X7 INST PANEL,16:45,,20,,,,,Tool_Change
14022026 Shift D.xlsmD BMW X7 INST PANEL_5316,14/02/2026,D BMW X7 INST PANEL,17:28,5,,AS_330,Welding_Robot,Mechanical_Failure,Motor_Failure,Robot path deviation detected
14022026 Shift D.xlsmD BMW X7 INST PANEL_5317,14/02/2026,D BMW X7 INST PANEL,17:52,,10,,,,,Shift_Handover
14022026 Shift D.xlsmD BMW X7 INST PANEL_5318,14/02/2026,D BMW X7 INST PANEL,17:59,5,,WS_420,Conveyor_Belt,Welding_Failure,Burn_Through,Communication error with PLC
14022026 Shift D.xlsmD BMW X7 INST PANEL_5319,14/02/2026,D BMW X7 INST PANEL,18:37,2,,AS_330,CNC_Mill,Tooling_Failure,Tool_Worn,PLC reset performed
14022026 Shift D.xlsmD BMW X7 INST PANEL_5320,14/02/2026,D BMW X7 INST PANEL,18:46,,10,,,,,Changeover
14022026 Shift D.xlsmD BMW X7 INST PANEL_5321,14/02/2026,D BMW X7 INST PANEL,18:52,5,,AS_320,Conveyor_Belt,Welding_Failure,Spatter_Excess,Trainee made the wrong fix
14022026 Shift D.xlsmD BMW X7 INST PANEL_5322,14/02/2026,D BMW X7 INST PANEL,18:56,5,,BS_230,Riveting_Tool,Material_Failure,Bent_Part,Emergency stop triggered
14022026 Shift D.xlsmD BMW X7 INST PANEL_5323,14/02/2026,D BMW X7 INST PANEL,19:58,5,,AS_330,Spot_Welder,Electrical_Failure,Short_Circuit,Communication error with PLC
14022026 Shift D.xlsmD BMW X7 INST PANEL_5324,14/02/2026,D BMW X7 INST PANEL,20:13,,10,,,,,Shift_Handover
14022026 Shift D.xlsmD BMW X7 INST PANEL_5325,14/02/2026,D BMW X7 INST PANEL,20:19,15,,AS_320,Spot_Welder,Mechanical_Failure,Bearing_Worn,Spatter buildup on torch
14022026 Shift D.xlsmD BMW X7 INST PANEL_5326,14/02/2026,D BMW X7 INST PANEL,20:38,15,,WS_430,CNC_Mill,Electrical_Failure,Sensor_Down,Emergency stop triggered
14022026 Shift D.xlsmD BMW X7 INST PANEL_5327,14/02/2026,D BMW X7 INST PANEL,20:56,,15,,,,,Preventive_Maintenance
14022026 Shift D.xlsmD BMW X7 INST PANEL_5328,14/02/2026,D BMW X7 INST PANEL,20:57,15,,AS_340,Fixture_Table,Material_Failure,Missing_Component,Replaced worn bearing
14022026 Shift D.xlsmD BMW X7 INST PANEL_5329,14/02/2026,D BMW X7 INST PANEL,21:24,20,,AS_310,Hydraulic_Press,Material_Failure,Bent_Part,Conveyor belt misaligned
14022026 Shift D.xlsmD BMW X7 INST PANEL_5330,14/02/2026,D BMW X7 INST PANEL,21:27,,30,,,,,Lunch
14022026 Shift D.xlsmD BMW X7 INST PANEL_5331,14/02/2026,D BMW X7 INST PANEL,21:47,7,,BS_230,Riveting_Tool,Welding_Failure,Spatter_Excess,Cable replaced
14022026 Shift D.xlsmD BMW X7 INST PANEL_5332,14/02/2026,D BMW X7 INST PANEL,22:01,3,,AS_340,Spot_Welder,Tooling_Failure,Tool_Worn,Operator called maintenance
14022026 Shift D.xlsmD BMW X7 INST PANEL_5333,14/02/2026,D BMW X7 INST PANEL,22:27,7,,WS_430,Fixture_Table,Electrical_Failure,Cable_Loose,Motor overheated
14022026 Shift D.xlsmD BMW X7 INST PANEL_5334,14/02/2026,D BMW X7 INST PANEL,22:27,,10,,,,,Shift_Handover
14022026 Shift D.xlsmD BMW X7 INST PANEL_5335,14/02/2026,D BMW X7 INST PANEL,22:30,45,,BS_230,CNC_Mill,Welding_Failure,Spatter_Excess,Cooling fan failure
14022026 Shift D.xlsmD BMW X7 INST PANEL_5336,14/02/2026,D BMW X7 INST PANEL,22:43,5,,BS_230,Gluing_Robot,Welding_Failure,Spatter_Excess,PLC reset performed
14022026 Shift D.xlsmD BMW X7 INST PANEL_5337,14/02/2026,D BMW X7 INST PANEL,22:43,3,,AS_340,Press_Machine,Electrical_Failure,PLC_Error,Spatter buildup on torch
14022026 Shift D.xlsmD BMW X7 INST PANEL_5338,14/02/2026,D BMW X7 INST PANEL,22:56,2,,MS_130,Welding_Robot,Electrical_Failure,Short_Circuit,Robot stopped responding to commands
14022026 Shift D.xlsmD BMW X7 INST PANEL_5339,14/02/2026,D BMW X7 INST PANEL,23:38,5,,MS_120,Press_Machine,Welding_Failure,Weld_Porosity,Software reboot required
14022026 Shift D.xlsmD BMW X7 INST PANEL_5340,14/02/2026,D BMW X7 INST PANEL,23:48,2,,BS_210,Hydraulic_Press,Material_Failure,Bent_Part,Robot stopped responding to commands
14022026 Shift D.xlsmD BMW X7 INST PANEL_5341,14/02/2026,D BMW X7 INST PANEL,23:51,5,,AS_310,Conveyor_Belt,Electrical_Failure,Cable_Loose,Motor overheated
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5342,14/03/2026,C BMW X7 C-PILLAR,06:01,5,,MS_130,Fixture_Table,Quality_Failure,Visual_Defect,Software reboot required
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5343,14/03/2026,C BMW X7 C-PILLAR,06:13,5,,MS_120,Hydraulic_Press,Welding_Failure,Weld_Porosity,Sensor needs calibration
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5344,14/03/2026,C BMW X7 C-PILLAR,06:16,,20,,,,,Lunch
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5345,14/03/2026,C BMW X7 C-PILLAR,06:17,3,,WS_420,Conveyor_Belt,Welding_Failure,Burn_Through,Replaced worn bearing
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5346,14/03/2026,C BMW X7 C-PILLAR,06:21,5,,MS_130,Welding_Robot,Quality_Failure,Dimension_Error,Cooling fan failure
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5347,14/03/2026,C BMW X7 C-PILLAR,06:26,3,,WS_430,Quality_Scanner,Quality_Failure,Dimension_Error,Quality scanner failed to read
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5348,14/03/2026,C BMW X7 C-PILLAR,07:01,,20,,,,,Tool_Change
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5349,14/03/2026,C BMW X7 C-PILLAR,07:03,7,,BS_230,Conveyor_Belt,Material_Failure,Wrong_Material,Trainee made the wrong fix
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5350,14/03/2026,C BMW X7 C-PILLAR,07:20,10,,AS_320,CNC_Mill,Tooling_Failure,Misalignment,Quality scanner failed to read
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5351,14/03/2026,C BMW X7 C-PILLAR,07:24,2,,MS_110,Spot_Welder,Material_Failure,Missing_Component,Pneumatic valve replaced
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5352,14/03/2026,C BMW X7 C-PILLAR,07:47,5,,WS_420,CNC_Mill,Mechanical_Failure,Belt_Broken,Pneumatic valve replaced
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5353,14/03/2026,C BMW X7 C-PILLAR,07:47,2,,AS_320,Hydraulic_Press,Welding_Failure,Weld_Crack,Replaced worn bearing
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5354,14/03/2026,C BMW X7 C-PILLAR,07:49,20,,AS_310,Welding_Robot,Quality_Failure,Out_Of_Spec,Sensor needs calibration
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5355,14/03/2026,C BMW X7 C-PILLAR,08:02,45,,WS_420,Spot_Welder,Welding_Failure,Cold_Weld,Emergency stop triggered
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5356,14/03/2026,C BMW X7 C-PILLAR,08:03,7,,MS_110,Riveting_Tool,Electrical_Failure,Short_Circuit,Tooling required adjustment
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5357,14/03/2026,C BMW X7 C-PILLAR,08:04,7,,AS_320,Riveting_Tool,Tooling_Failure,Misalignment,Replaced worn bearing
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5358,14/03/2026,C BMW X7 C-PILLAR,08:10,3,,AS_340,Hydraulic_Press,Electrical_Failure,PLC_Error,Emergency stop triggered
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5359,14/03/2026,C BMW X7 C-PILLAR,08:14,2,,AS_330,Gluing_Robot,Material_Failure,Bent_Part,Replaced worn bearing
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5360,14/03/2026,C BMW X7 C-PILLAR,08:26,10,,BS_230,Press_Machine,Tooling_Failure,Tool_Broken,Sensor needs calibration
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5361,14/03/2026,C BMW X7 C-PILLAR,08:27,7,,MS_130,Gluing_Robot,Electrical_Failure,PLC_Error,Fixture clamp not closing
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5362,14/03/2026,C BMW X7 C-PILLAR,08:32,2,,AS_330,Press_Machine,Material_Failure,Bent_Part,Replaced worn bearing
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5363,14/03/2026,C BMW X7 C-PILLAR,08:37,3,,AS_330,Hydraulic_Press,Welding_Failure,Cold_Weld,Motor overheated
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5364,14/03/2026,C BMW X7 C-PILLAR,08:51,20,,MS_110,CNC_Mill,Quality_Failure,Dimension_Error,Air pressure dropped below threshold
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5365,14/03/2026,C BMW X7 C-PILLAR,09:07,3,,WS_410,Conveyor_Belt,Tooling_Failure,Tool_Broken,Replaced worn bearing
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5366,14/03/2026,C BMW X7 C-PILLAR,09:23,3,,AS_320,Welding_Robot,Electrical_Failure,Sensor_Down,Robot stopped responding to commands
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5367,14/03/2026,C BMW X7 C-PILLAR,09:40,5,,MS_110,Press_Machine,Welding_Failure,Cold_Weld,Software reboot required
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5368,14/03/2026,C BMW X7 C-PILLAR,09:45,7,,BS_210,Hydraulic_Press,Electrical_Failure,Cable_Loose,Communication error with PLC
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5369,14/03/2026,C BMW X7 C-PILLAR,09:56,,20,,,,,Shift_Handover
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5370,14/03/2026,C BMW X7 C-PILLAR,09:58,5,,MS_110,CNC_Mill,Welding_Failure,Spatter_Excess,Trainee made the wrong fix
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5371,14/03/2026,C BMW X7 C-PILLAR,10:03,15,,AS_310,CNC_Mill,Tooling_Failure,Misalignment,Fixture clamp not closing
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5372,14/03/2026,C BMW X7 C-PILLAR,10:13,3,,AS_320,Press_Machine,Electrical_Failure,Cable_Loose,Operator called maintenance
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5373,14/03/2026,C BMW X7 C-PILLAR,10:13,15,,AS_340,Welding_Robot,Electrical_Failure,Sensor_Down,Quality scanner failed to read
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5374,14/03/2026,C BMW X7 C-PILLAR,10:25,10,,WS_420,Conveyor_Belt,Electrical_Failure,Short_Circuit,Welding wire feeder jammed
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5375,14/03/2026,C BMW X7 C-PILLAR,10:35,5,,AS_320,Riveting_Tool,Material_Failure,Bent_Part,Cooling fan failure
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5376,14/03/2026,C BMW X7 C-PILLAR,10:54,7,,MS_130,Hydraulic_Press,Electrical_Failure,PLC_Error,Operator called maintenance
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5377,14/03/2026,C BMW X7 C-PILLAR,10:57,3,,BS_220,Press_Machine,Mechanical_Failure,Belt_Broken,Software reboot required
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5378,14/03/2026,C BMW X7 C-PILLAR,11:18,5,,BS_210,Conveyor_Belt,Mechanical_Failure,Belt_Broken,Robot stopped responding to commands
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5379,14/03/2026,C BMW X7 C-PILLAR,11:18,3,,AS_310,Gluing_Robot,Mechanical_Failure,Bearing_Worn,Wrong material loaded
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5380,14/03/2026,C BMW X7 C-PILLAR,11:46,3,,BS_230,Quality_Scanner,Quality_Failure,Visual_Defect,Emergency stop triggered
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5381,14/03/2026,C BMW X7 C-PILLAR,12:10,,15,,,,,Tool_Change
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5382,14/03/2026,C BMW X7 C-PILLAR,12:15,5,,AS_330,Riveting_Tool,Electrical_Failure,Short_Circuit,Robot stopped responding to commands
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5383,14/03/2026,C BMW X7 C-PILLAR,12:20,5,,MS_110,Conveyor_Belt,Tooling_Failure,Tool_Broken,Communication error with PLC
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5384,14/03/2026,C BMW X7 C-PILLAR,12:21,2,,AS_310,Conveyor_Belt,Mechanical_Failure,Motor_Failure,Robot stopped responding to commands
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5385,14/03/2026,C BMW X7 C-PILLAR,12:36,5,,WS_410,Hydraulic_Press,Tooling_Failure,Misalignment,Pneumatic valve replaced
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5386,14/03/2026,C BMW X7 C-PILLAR,12:59,,30,,,,,Preventive_Maintenance
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5387,14/03/2026,C BMW X7 C-PILLAR,13:27,7,,WS_410,Hydraulic_Press,Electrical_Failure,Short_Circuit,Fixture clamp not closing
14032026 Shift A.xlsmC BMW X7 C-PILLAR_5388,14/03/2026,C BMW X7 C-PILLAR,13:47,3,,MS_110,Press_Machine,Tooling_Failure,Tool_Broken,PLC reset performed
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5389,14/03/2026,CTRL BMW 420D FRONT BUMP,16:05,7,,WS_420,CNC_Mill,Welding_Failure,Cold_Weld,PLC reset performed
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5390,14/03/2026,CTRL BMW 420D FRONT BUMP,16:21,30,,AS_320,Spot_Welder,Tooling_Failure,Misalignment,Cable replaced
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5391,14/03/2026,CTRL BMW 420D FRONT BUMP,16:40,,15,,,,,Break
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5392,14/03/2026,CTRL BMW 420D FRONT BUMP,16:45,,15,,,,,Lunch
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5393,14/03/2026,CTRL BMW 420D FRONT BUMP,16:59,20,,WS_410,Hydraulic_Press,Welding_Failure,Burn_Through,Trainee made the wrong fix
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5394,14/03/2026,CTRL BMW 420D FRONT BUMP,17:25,,30,,,,,Preventive_Maintenance
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5395,14/03/2026,CTRL BMW 420D FRONT BUMP,17:32,,10,,,,,Team_Meeting
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5396,14/03/2026,CTRL BMW 420D FRONT BUMP,18:03,,10,,,,,Break
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5397,14/03/2026,CTRL BMW 420D FRONT BUMP,18:17,5,,MS_110,Fixture_Table,Mechanical_Failure,Bearing_Worn,Tooling required adjustment
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5398,14/03/2026,CTRL BMW 420D FRONT BUMP,18:21,45,,BS_230,Riveting_Tool,Mechanical_Failure,Motor_Failure,Software reboot required
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5399,14/03/2026,CTRL BMW 420D FRONT BUMP,18:22,3,,WS_420,Fixture_Table,Tooling_Failure,Misalignment,Robot path deviation detected
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5400,14/03/2026,CTRL BMW 420D FRONT BUMP,18:33,,10,,,,,Break
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5401,14/03/2026,CTRL BMW 420D FRONT BUMP,18:44,2,,AS_320,Hydraulic_Press,Quality_Failure,Dimension_Error,Robot stopped responding to commands
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5402,14/03/2026,CTRL BMW 420D FRONT BUMP,18:53,2,,MS_110,Quality_Scanner,Material_Failure,Bent_Part,Tool changeover took longer than expected
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5403,14/03/2026,CTRL BMW 420D FRONT BUMP,18:55,10,,AS_340,Fixture_Table,Mechanical_Failure,Motor_Failure,Cable replaced
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5404,14/03/2026,CTRL BMW 420D FRONT BUMP,19:12,20,,AS_340,Fixture_Table,Electrical_Failure,PLC_Error,Cooling fan failure
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5405,14/03/2026,CTRL BMW 420D FRONT BUMP,19:20,,20,,,,,Lunch
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5406,14/03/2026,CTRL BMW 420D FRONT BUMP,19:35,15,,WS_430,Quality_Scanner,Material_Failure,Wrong_Material,Part stuck in fixture
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5407,14/03/2026,CTRL BMW 420D FRONT BUMP,19:47,5,,AS_330,Quality_Scanner,Welding_Failure,Cold_Weld,Software reboot required
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5408,14/03/2026,CTRL BMW 420D FRONT BUMP,19:49,3,,AS_310,CNC_Mill,Quality_Failure,Visual_Defect,Wrong material loaded
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5409,14/03/2026,CTRL BMW 420D FRONT BUMP,19:51,,10,,,,,Team_Meeting
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5410,14/03/2026,CTRL BMW 420D FRONT BUMP,19:55,2,,WS_420,Conveyor_Belt,Electrical_Failure,Cable_Loose,PLC reset performed
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5411,14/03/2026,CTRL BMW 420D FRONT BUMP,20:19,20,,BS_210,Fixture_Table,Material_Failure,Wrong_Material,Robot stopped responding to commands
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5412,14/03/2026,CTRL BMW 420D FRONT BUMP,20:20,2,,BS_220,Welding_Robot,Electrical_Failure,Sensor_Down,Coolant leak detected
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5413,14/03/2026,CTRL BMW 420D FRONT BUMP,20:35,3,,BS_220,Fixture_Table,Electrical_Failure,Cable_Loose,Software reboot required
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5414,14/03/2026,CTRL BMW 420D FRONT BUMP,20:36,2,,BS_230,Quality_Scanner,Mechanical_Failure,Pneumatic_Leak,Motor overheated
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5415,14/03/2026,CTRL BMW 420D FRONT BUMP,20:54,10,,AS_310,Conveyor_Belt,Mechanical_Failure,Belt_Broken,Cable replaced
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5416,14/03/2026,CTRL BMW 420D FRONT BUMP,20:58,7,,BS_230,Press_Machine,Welding_Failure,Spatter_Excess,Conveyor belt misaligned
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5417,14/03/2026,CTRL BMW 420D FRONT BUMP,21:07,20,,AS_310,Hydraulic_Press,Tooling_Failure,Tool_Broken,Operator called maintenance
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5418,14/03/2026,CTRL BMW 420D FRONT BUMP,21:21,,45,,,,,Team_Meeting
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5419,14/03/2026,CTRL BMW 420D FRONT BUMP,21:35,5,,BS_210,Conveyor_Belt,Electrical_Failure,PLC_Error,Trainee made the wrong fix
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5420,14/03/2026,CTRL BMW 420D FRONT BUMP,21:48,15,,WS_430,Quality_Scanner,Mechanical_Failure,Pneumatic_Leak,Replaced worn bearing
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5421,14/03/2026,CTRL BMW 420D FRONT BUMP,21:52,,15,,,,,Tool_Change
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5422,14/03/2026,CTRL BMW 420D FRONT BUMP,22:18,10,,BS_220,Gluing_Robot,Mechanical_Failure,Pneumatic_Leak,Robot path deviation detected
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5423,14/03/2026,CTRL BMW 420D FRONT BUMP,22:21,2,,BS_230,Gluing_Robot,Quality_Failure,Dimension_Error,Welding wire feeder jammed
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5424,14/03/2026,CTRL BMW 420D FRONT BUMP,22:23,30,,AS_330,Press_Machine,Material_Failure,Missing_Component,Sensor needs calibration
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5425,14/03/2026,CTRL BMW 420D FRONT BUMP,22:35,,10,,,,,Team_Meeting
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5426,14/03/2026,CTRL BMW 420D FRONT BUMP,23:09,10,,WS_410,CNC_Mill,Tooling_Failure,Tool_Worn,Sensor needs calibration
14032026 Shift D.xlsmCTRL BMW 420D FRONT BUMP_5427,14/03/2026,CTRL BMW 420D FRONT BUMP,23:33,,5,,,,,Tool_Change
15022026 Shift B.xlsmA BMW M550i A-PILLAR_5428,15/02/2026,A BMW M550i A-PILLAR,14:01,15,,WS_420,Riveting_Tool,Tooling_Failure,Tool_Worn,Cable replaced
15022026 Shift B.xlsmA BMW M550i A-PILLAR_5429,15/02/2026,A BMW M550i A-PILLAR,14:07,5,,WS_420,CNC_Mill,Material_Failure,Wrong_Part,Trainee made the wrong fix
15022026 Shift B.xlsmA BMW M550i A-PILLAR_5430,15/02/2026,A BMW M550i A-PILLAR,14:15,3,,MS_130,Hydraulic_Press,Welding_Failure,Spatter_Excess,Sensor needs calibration
15022026 Shift B.xlsmA BMW M550i A-PILLAR_5431,15/02/2026,A BMW M550i A-PILLAR,14:26,7,,BS_220,CNC_Mill,Mechanical_Failure,Bearing_Worn,Cooling fan failure
